Year,Area,Street,Street 2,Strange HTML
2011,,Newcross  Hospital,Newcross Hospital,
2011,,"Norfold  Rd,  Pewnnfields,  W      Ton","Norfold Rd, Pewnnfields, W??????Ton",
2011,,North  St,North St,
2011,,North  St,North St,
2011,,North  St,North St,
2011,,North  St,North St,
2011,,North  St,North St,
2011,,North  St  Town  Ctr  Wolverhampton,North St Town Ctr Wolverhampton,
2011,,"Northwood  Park  Rd,  Wolves.","Northwood Park Rd, Wolves.",
2011,,O/S  Grapes  Ph    Moseley  Rd,O/S Grapes Ph  Moseley Rd,
2011,,O/S  Oceana  Bilston  St  .,O/S Oceana Bilston St .,
2011,,"Oustide  Yates,  Wolverhampton","Oustide Yates, Wolverhampton",
2011,,Outsdie  Yates'  Wine  Bar  Wolverhampton,Outsdie Yates' Wine Bar Wolverhampton,
2011,,"Outside  Subway  Sandwich  Shop,  Queens  Square,  Wolverhampton","Outside Subway Sandwich Shop, Queens Square, Wolverhampton",
2011,,Outside  The    Avondale,Outside The  Avondale,
2011,,Outside  The  Indie  Bar    .,Outside The Indie Bar  .,
2011,,"Outside  Yates,  North  St,  Wolverhampton","Outside Yates, North St, Wolverhampton",
2011,,Owen  Rd,Owen Rd,
2011,,Parkfield  Rd,Parkfield Rd,
2011,,Penn  Rd,Penn Rd,
2011,,"Penn  Rd,  Wolves","Penn Rd, Wolves",
2011,,Pipers  Row  Wolverhampton,Pipers Row Wolverhampton,
2011,,"Pipers  Row,  Wolverhampton","Pipers Row, Wolverhampton",
2011,,"Pipers  Row,  W'ton.","Pipers Row, W'ton.",
2011,,"Powell  St,  Woolverhampton","Powell St, Woolverhampton",
2011,,Prestwood  Rd,Prestwood Rd,
2011,,Pricess  St,Pricess St,
2011,,Pricess  St,Pricess St,
2011,,"Prince  Charles  Pub,Bushbury","Prince Charles Pub,Bushbury",
2011,,"Princess  St,  Wton","Princess St, Wton",
2011,,Princess  St,Princess St,
2011,,Princess  St,Princess St,
2011,,Princess  St,Princess St,
2011,,Princess  St,Princess St,
2011,,Princess  St,Princess St,
2011,,"Princess  St,Walsall","Princess St,Walsall",
2011,,Prines  St,Prines St,
2011,,"Probert  Rd,  Wton","Probert Rd, Wton",
2011,,"Prosser  St,  Wolves","Prosser St, Wolves",
2011,,Prosser  St,Prosser St,
2011,,Prowell  St,Prowell St,
2011,,"Queen  Sq,  Wton","Queen Sq, Wton",
2011,,Queen  Square,Queen Square,
2011,,Queen  Square,Queen Square,
2011,,Queen  Square,Queen Square,
2011,,"Queen  Square,  Wolverhampton","Queen Square, Wolverhampton",
2011,,"Queen  Square,  Wolverhampton","Queen Square, Wolverhampton",
2011,,"Queen  Square,  Wton","Queen Square, Wton",
2011,,"Queen  Squsre,  City  Ctr,  Wolverhampton","Queen Squsre, City Ctr, Wolverhampton",
2011,,Queen  St,Queen St,
2011,,Queen  St,Queen St,
2011,,Queen  St  Wolverhampton,Queen St Wolverhampton,
2011,,Queen  St  Wolverhampton,Queen St Wolverhampton,
2011,,Queen  St  Wolverhampton,Queen St Wolverhampton,
2011,,Queen  St/Market  St  Wolverhampton,Queen St/Market St Wolverhampton,
2011,,Queen  St/Market  St    Junction,Queen St/Market St  Junction,
2011,,Queen  St,Queen St,
2011,,Queen  St,Queen St,
2011,,Queen  St,Queen St,
2011,,Queen  St,Queen St,
2011,,Queen  St,Queen St,
2011,,"Queen  St,  Wolverhampton","Queen St, Wolverhampton",
2011,,"Queen  St,  Wolverhampton","Queen St, Wolverhampton",
2011,,"Queen  St,  Wolverhampton","Queen St, Wolverhampton",
2011,,"Queen  St,  W      Ton","Queen St, W??????Ton",
2011,,"Queens  Square,  Wolverhampton","Queens Square, Wolverhampton",
2011,,"Queens  Square,  Wolverhampton","Queens Square, Wolverhampton",
2011,,Queens  St,Queens St,
2011,,Rear  Of  Civic  Ctr  Wolverhampton,Rear Of Civic Ctr Wolverhampton,
2011,,Ring  Rd,Ring Rd,
2011,,"Ring  Rd  St  Georges,  Wolves.","Ring Rd St Georges, Wolves.",
2011,,"Royal  London  P/H,Wolves  City  Ctr.","Royal London P/H,Wolves City Ctr.",
2011,,Sainsburys  St  Georges,Sainsburys St Georges,
2011,,"Salop  St,  Wolverhampton","Salop St, Wolverhampton",
2011,,"Salop  St,  Wolves.","Salop St, Wolves.",
2011,,"School  St,  Wton","School St, Wton",
2011,,School  St,School St,
2011,,School  St,School St,
2011,,"School  St,  W      Ton","School St, W??????Ton",
2011,,"School  St,  W'ton.","School St, W'ton.",
2011,,Showell  Circus,Showell Circus,
2011,,"St  Georges  Parade,  Wolverhampton","St Georges Parade, Wolverhampton",
2011,,"St  Georges  Parade,  Wolverhampton","St Georges Parade, Wolverhampton",
2011,,"Stafford  Rd,  Wolverhampton","Stafford Rd, Wolverhampton",
2011,,Stafford  St,Stafford St,
2011,,"Stafford  St,  Wton","Stafford St, Wton",
2011,,Stafford  St,Stafford St,
2011,,Stafford  St,Stafford St,
2011,,"Stafford  St,  Wolverhampton.","Stafford St, Wolverhampton.",
2011,,"Steel  Park  Ln,  Wton","Steel Park Ln, Wton",
2011,,Subway  Under  Traffic  Island  At  Junction  Of  Ring  Rd  And  Bilston  St,Subway Under Traffic Island At Junction Of Ring Rd And Bilston St,
2011,,"Sweetman  St,  Wton","Sweetman St, Wton",
2011,,Temple  St,Temple St,
2011,,Tettenhall  Rd,Tettenhall Rd,
2011,,Tettenhall  Rd,Tettenhall Rd,
2011,,"The  Varsity,  City  Ctr","The Varsity, City Ctr",
2011,,Thornley  St,Thornley St,
2011,,Tower  St,Tower St,
2011,,"Train  Station,  Wolverhampton","Train Station, Wolverhampton",
2011,,Trysull  Rd,Trysull Rd,
2011,,"Vicarage  Rd,  Wton","Vicarage Rd, Wton",
2011,,Victoria  Rd,Victoria Rd,
2011,,"Victoria  Rd,  Wfield,  Wton","Victoria Rd, Wfield, Wton",
2011,,"Victoria  Rd,  Wfield,Wton","Victoria Rd, Wfield,Wton",
2011,,Victoria  St,Victoria St,
2011,,Victoria  St,Victoria St,
2011,,Victoria  St,Victoria St,
2011,,"Victoria  St,  Wolverhampton","Victoria St, Wolverhampton",
2011,,"Victoria  St,  Wolverhampton","Victoria St, Wolverhampton",
2011,,"Victoria  St,  W      Ton","Victoria St, W??????Ton",
2011,,"Villiers  Ave,  Wolverhampton","Villiers Ave, Wolverhampton",
2011,,Wallace  Rd,Wallace Rd,
2011,,"Wallace  Rd,  Bradley","Wallace Rd, Bradley",
2011,,"Walsall  St,  Bilston.","Walsall St, Bilston.",
2011,,"Wanderers  Ave,  Blakenhall","Wanderers Ave, Blakenhall",
2011,,"Wanderers  Ave,  Wton","Wanderers Ave, Wton",
2011,,"Warnford  Walk,  Merry  Hill,  W      Ton","Warnford Walk, Merry Hill, W??????Ton",
2011,,Warstones  Drive,Warstones Drive,
2011,,Waterloo  Rd,Waterloo Rd,
2011,,Waterloo  Rd  Wolverhampton,Waterloo Rd Wolverhampton,
2011,,"Wednesfield  High  St,  Wolves.","Wednesfield High St, Wolves.",
2011,,Wellington  Rd,Wellington Rd,
2011,,"White  Oaks  St,  Wton","White Oaks St, Wton",
2011,,Whitegates  Drive  Coseley,Whitegates Drive Coseley,
2011,,"Willenhall  Rd,  East  Park,  Wolverhampton","Willenhall Rd, East Park, Wolverhampton",
2011,,"Willenhall  Rd,  Jtn  Deans  Rd,  Wton","Willenhall Rd, Jtn Deans Rd, Wton",
2011,,William  Hill  Market  St,William Hill Market St,
2011,,Wolverhamptn  Train  Station,Wolverhamptn Train Station,
2011,,Wolverhampton    Train  Station,Wolverhampton  Train Station,
2011,,Wolverhampton  Railway  Station,Wolverhampton Railway Station,
2011,,Wolverhampton  Railway  Station,Wolverhampton Railway Station,
2011,,Wolverhampton  Railway  Station,Wolverhampton Railway Station,
2011,,Wolverhampton  Rd  Wednesfield,Wolverhampton Rd Wednesfield,
2011,,"Wolverhampton  Rd,  Wednesfield,  Wton","Wolverhampton Rd, Wednesfield, Wton",
2011,,Wolverhampton  Train  Station,Wolverhampton Train Station,
2011,,Wolves  Railway  Station,Wolves Railway Station,
2011,,"Wood  End  Rd,  Wednesfield","Wood End Rd, Wednesfield",
2011,,"Woodland  Ave,  Tettenhall  Wood","Woodland Ave, Tettenhall Wood",
2011,,Woolpack  Alley,Woolpack Alley,
2011,,Wordsworth  Ave,Wordsworth Ave,
2011,,Wton  Train  Station,Wton Train Station,
2011,,Wv  Front  Office,Wv Front Office,
2011,,Wvfo,Wvfo,
2011,,Wvfo,Wvfo,
2012,Birmingham,Clemence  Rd,Clemence Rd,
2012,,Clemence  Rd,Clemence Rd,
2012,,Clemence  Rd,Clemence Rd,
2012,,Clemence  Rd,Clemence Rd,
2012,,Clemence  Rd,Clemence Rd,
2012,,Acocks  Green  Police  Station,Acocks Green Police Station,
2012,,Albert  Rd,Albert Rd,
2012,,Alcester  Rd  Moseley,Alcester Rd Moseley,
2012,,Alcester  Rd,Alcester Rd,
2012,,Alcester  Rd,Alcester Rd,
2012,,Alcester  Rd  Moseley,Alcester Rd Moseley,
2012,,Alcester  Rd  Moseley,Alcester Rd Moseley,
2012,,Alcester  Rd  Outside  Cross  Ph,Alcester Rd Outside Cross Ph,
2012,,"Alcester  Rd,  Moseley.","Alcester Rd, Moseley.",
2012,,Alecester  Rd,Alecester Rd,
2012,,Alum  Rock  Rd,Alum Rock Rd,
2012,,Alum  Rock  Rd,Alum Rock Rd,
2012,,Alum  Rock  Rd,Alum Rock Rd,
2012,,"Alum  Rock  Rd,  Alum  Rock","Alum Rock Rd, Alum Rock",
2012,,"Banford  Rd,  Ward  End","Banford Rd, Ward End",
2012,,Belchers  Ln,Belchers Ln,
2012,,Belgrave  Middle  Way,Belgrave Middle Way,
2012,,Belgravia  Close,Belgravia Close,
2012,,Bennetts  Hill  City  Ctr,Bennetts Hill City Ctr,
2012,,Berkely  Rd,Berkely Rd,
2012,,"Birchley  Rise  @  Wagon  Ln,  Olton","Birchley Rise @ Wagon Ln, Olton",
2012,,Birchtree  Drive,Birchtree Drive,
2012,,Birmingham  New  St,Birmingham New St,
2012,,"Birmingham  Rd,  Castle  Bromwich","Birmingham Rd, Castle Bromwich",
2012,,"Birmingham  Rd,  Sutton  Coldfield","Birmingham Rd, Sutton Coldfield",
2012,,Bistol  Rd  Selly  Oak,Bistol Rd Selly Oak,
2012,,Blake  Place.  Bordesley  Green,Blake Place. Bordesley Green,
2012,,Bordesley  Green,Bordesley Green,
2012,,Bordesley  Green  East,Bordesley Green East,
2012,,"Bordesley  Green  Rd,  Bordesley  Green","Bordesley Green Rd, Bordesley Green",
2012,,Bordesley  Green.,Bordesley Green.,
2012,,"Bordesly  Green,  Bordesley  Green","Bordesly Green, Bordesley Green",
2012,,"Boscombe  Rd,  Tyseley,","Boscombe Rd, Tyseley,",
2012,,Bournville  Ln,Bournville Ln,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd  South,Bristol Rd South,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Brookhill  Rd,Brookhill Rd,
2012,,Brooklands  Rd,Brooklands Rd,
2012,,Brunswick  Rd,Brunswick Rd,
2012,,"Bulls  Head,  Mosely","Bulls Head, Mosely",
2012,,Caldwell  Rd,Caldwell Rd,
2012,,"Church  Rd,  Yardley","Church Rd, Yardley",
2012,,"Church  Rd,  Yardley","Church Rd, Yardley",
2012,,"Church  Rd,  Yew  Tree","Church Rd, Yew Tree",
2012,,Clodeshall  Rd,Clodeshall Rd,
2012,,Coleshill  Rd,Coleshill Rd,
2012,,Cotterills  Ln,Cotterills Ln,
2012,,Coventry    Rd,Coventry  Rd,
2012,,"Coventry  Rd  ,  Sheldon  ,  Nr  British  Legion  Ivy  Leaf.","Coventry Rd , Sheldon , Nr British Legion Ivy Leaf.",
2012,,Coventry  Rd.,Coventry Rd.,
2012,,Coventry  Rd,Coventry Rd,
2012,,"Coventry  Rd,  Small  Heath","Coventry Rd, Small Heath",
2012,,Cranespark  Rd,Cranespark Rd,
2012,,Dale  End,Dale End,
2012,,"Drews  Ln,  Ward  End","Drews Ln, Ward End",
2012,,Elizabeth  Rd,Elizabeth Rd,
2012,,"Emily  Rd,  Acocks  Green,  Birmingham","Emily Rd, Acocks Green, Birmingham",
2012,,"Flaxton  Grove,  Kitts  Green","Flaxton Grove, Kitts Green",
2012,,"Foxton  Rd,  Washwood  Heath","Foxton Rd, Washwood Heath",
2012,,Front  Offcie  Kings  Heath  Police  Station,Front Offcie Kings Heath Police Station,
2012,,"Front  Office,  Stechford  Police  Station","Front Office, Stechford Police Station",
2012,,Gibbins  Rd,Gibbins Rd,
2012,,Gilsan  Way,Gilsan Way,
2012,,Gospel  Farm  Rd,Gospel Farm Rd,
2012,,"Gospel  Ln,  Acocks  Green","Gospel Ln, Acocks Green",
2012,,Green  Ln  Bordesley  Green,Green Ln Bordesley Green,
2012,,Greswold  Rd,Greswold Rd,
2012,,Harbourne  Rd  Harbourne,Harbourne Rd Harbourne,
2012,,"Hazelville  Rd,    Hall  Green","Hazelville Rd,  Hall Green",
2012,,Heartlands  Hospital,Heartlands Hospital,
2012,,Heartlands  Hospital,Heartlands Hospital,
2012,,Heartlands  Hospital,Heartlands Hospital,
2012,,Heartlands  Hospital,Heartlands Hospital,
2012,,Heathfield  Rd,Heathfield Rd,
2012,,Herrick  Rd,Herrick Rd,
2012,,High  St,High St,
2012,,High  St  Kings  Heath,High St Kings Heath,
2012,,High  St  Solihull,High St Solihull,
2012,,Highfield  Rd,Highfield Rd,
2012,,Highfield  Rd  Spark  Brook.,Highfield Rd Spark Brook.,
2012,,Home  Address,Home Address,
2012,,Homer  Rd  Near  Holiday  Inn,Homer Rd Near Holiday Inn,
2012,,Horrell  Rd  Sheldon,Horrell Rd Sheldon,
2012,,Ivy  House  Rd  West  Heath,Ivy House Rd West Heath,
2012,,Jakeman  Rd,Jakeman Rd,
2012,,Juniper  Close,Juniper Close,
2012,,Kemberton  Rd,Kemberton Rd,
2012,,Kings  Heath  High  St,Kings Heath High St,
2012,,Kings  Norton  Green,Kings Norton Green,
2012,,Lady  Pool  Rd,Lady Pool Rd,
2012,,Lady  Pool  Rd,Lady Pool Rd,
2012,,Ladypool  Rd,Ladypool Rd,
2012,,Lea  Hall  Rd,Lea Hall Rd,
2012,,Lower  Severn  St,Lower Severn St,
2012,,Mary  St,Mary St,
2012,,Mary  St,Mary St,
2012,,Middle  Park  Rd,Middle Park Rd,
2012,,Milestone  House,Milestone House,
2012,,Milestone  House,Milestone House,
2012,,Milestone  House,Milestone House,
2012,,Monyhull  Rd,Monyhull Rd,
2012,,Moseley  Rd,Moseley Rd,
2012,,New  St  Railway  Station,New St Railway Station,
2012,,New  St  Station,New St Station,
2012,,Northliegh  Rd  Ward  End,Northliegh Rd Ward End,
2012,,"O/S  Assembly  Rooms,  Poplar  Way,  Solihull","O/S Assembly Rooms, Poplar Way, Solihull",
2012,,"O/S  Assembly  Rooms,  Solihull  Town  Ctr","O/S Assembly Rooms, Solihull Town Ctr",
2012,,"O/S  Chargrill  Chicken,  Coventry  Rd","O/S Chargrill Chicken, Coventry Rd",
2012,,Olton  Boulevard  East,Olton Boulevard East,
2012,,Out  Side  Fish  Bar  Hobmoore  Rd.,Out Side Fish Bar Hobmoore Rd.,
2012,,Outside  Arden  Oak  Pub,Outside Arden Oak Pub,
2012,,"Outside  St  Colombia  Nursery  ,Alcester  Rd","Outside St Colombia Nursery ,Alcester Rd",
2012,,Outside  The  Bulls  Head,Outside The Bulls Head,
2012,,"Parker  St,  Edgbaston","Parker St, Edgbaston",
2012,,Parkland  On  The  Heathway,Parkland On The Heathway,
2012,,Partridge  Rd,Partridge Rd,
2012,,Pershore  Rd,Pershore Rd,
2012,,"Plymouth  Rd,  Stirchley","Plymouth Rd, Stirchley",
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,Rea  Rd,Rea Rd,
2012,,Regency  Hotel,Regency Hotel,
2012,,"Runcurn  Rd,  Balsall  Heath","Runcurn Rd, Balsall Heath",
2012,,School  Rd,School Rd,
2012,,Sheath  Ln,Sheath Ln,
2012,,Sheldon  Heath  Park,Sheldon Heath Park,
2012,,"Shirley  Rd,  Acocks  Green.","Shirley Rd, Acocks Green.",
2012,,Solihull  Town  Ctr,Solihull Town Ctr,
2012,,St  Marys  Rd,St Marys Rd,
2012,,St  Marys  Row,St Marys Row,
2012,,"St  Mary's  Row,  Moseley","St Mary's Row, Moseley",
2012,,St  Pauls  Rd,St Pauls Rd,
2012,,St  Pauls  Rd,St Pauls Rd,
2012,,Station  Rd  Stechford,Station Rd Stechford,
2012,,Station  Rd  Stechford,Station Rd Stechford,
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,"Station  Rd,  Solihul","Station Rd, Solihul",
2012,,Stechford  Police  Station,Stechford Police Station,
2012,,Stechford  Swimming  Baths,Stechford Swimming Baths,
2012,,Stoney  Ln,Stoney Ln,
2012,,Statford  Rd,Statford Rd,
2012,,"Statford  Rd,  Sparkbrook","Statford Rd, Sparkbrook",
2012,,"Statford  Rd,  Sparkhill","Statford Rd, Sparkhill",
2012,,"Summerfield  Rd,  Weoley  Castle","Summerfield Rd, Weoley Castle",
2012,,Sunbeam  Way.,Sunbeam Way.,
2012,,Swanshurst  Park,Swanshurst Park,
2012,,The  Parade  Sutton  Coldfield,The Parade Sutton Coldfield,
2012,,The  Radleys,The Radleys,
2012,,Tile  Cross  Rd,Tile Cross Rd,
2012,,"Tote  Betting  Shop,  Alum  Rock  Rd","Tote Betting Shop, Alum Rock Rd",
2012,,Turnburry  Rd,Turnburry Rd,
2012,,"Umberslade  Rd,  Selly  Oak","Umberslade Rd, Selly Oak",
2012,,"Vicarage  Rd,  Kinghs  Heath","Vicarage Rd, Kinghs Heath",
2012,,"Victoria  Rd,  Bordesley  Green","Victoria Rd, Bordesley Green",
2012,,Wake  Green  Rd,Wake Green Rd,
2012,,Ward  End  Park,Ward End Park,
2012,,Warwich  Rd,Warwich Rd,
2012,,Warwick  Rd,Warwick Rd,
2012,,"Warwick  Rd,  Accocks  Green","Warwick Rd, Accocks Green",
2012,,Wash  Ln,Wash Ln,
2012,,Washwood  Heath  Rd,Washwood Heath Rd,
2012,,Washwood  Heath  Rd,Washwood Heath Rd,
2012,,"Watson  Rd,  Alum  Rock","Watson Rd, Alum Rock",
2012,,"Wheatcroft  Rd,  Chelmesley  Wood","Wheatcroft Rd, Chelmesley Wood",
2012,,"Wheatsheaf  Ph  Coventry  Rd,  Sheldon","Wheatsheaf Ph Coventry Rd, Sheldon",
2012,,"Wheatsheaf,  Coventry  Rd.","Wheatsheaf, Coventry Rd.",
2012,,"William  Hill  Bookmakers,  Washwood  Heath  Rd","William Hill Bookmakers, Washwood Heath Rd",
2012,,Woodbridge  Rd,Woodbridge Rd,
2012,,Woodbridge  Rd,Woodbridge Rd,
2012,,Acorn  Public  House,Acorn Public House,
2012,,Atlantic  Rd,Atlantic Rd,
2012,,"Aylesbury  Crescent,  Kingstanding,  B'ham","Aylesbury Crescent, Kingstanding, B'ham",
2012,,Beggers  Bush,Beggers Bush,
2012,,Bendall  Rd.  Kingstanding,Bendall Rd. Kingstanding,
2012,,"Berryfields  Rd,  Walmley,  Sutton  Coldfield","Berryfields Rd, Walmley, Sutton Coldfield",
2012,,Birmingham  Rd,Birmingham Rd,
2012,,Birmingham  Rd,Birmingham Rd,
2012,,Birmingham  Rd,Birmingham Rd,
2012,,Birmingham  Rd,Birmingham Rd,
2012,,"Birmingham  Rd,  Wylde  Green","Birmingham Rd, Wylde Green",
2012,,"Birmingham  Rd,  Wylde  Green","Birmingham Rd, Wylde Green",
2012,,Boldmere  Rd,Boldmere Rd,
2012,,Bottle  Of  Sack,Bottle Of Sack,
2012,,"Boundary  Rd,  Erdington","Boundary Rd, Erdington",
2012,,"Brassington  Ave,  Sutton  Coldfield","Brassington Ave, Sutton Coldfield",
2012,,Broad  St]#,Broad St]#,
2012,,"Capilano  Rd,  Erdington","Capilano Rd, Erdington",
2012,,Car  Park  Lidl  Pelham  Rd  Alum  Rock,Car Park Lidl Pelham Rd Alum Rock,
2012,,Car  Park  Of  Old  Speckled  Hen  Public  House  Mere  Green,Car Park Of Old Speckled Hen Public House Mere Green,
2012,,"Car  Park  Reddicap  Tavern,  Hollyfield  Rd,  Falcon  Lodge","Car Park Reddicap Tavern, Hollyfield Rd, Falcon Lodge",
2012,,"Car  Park,  Kenilworth  Court,  Wheelwright  Rd","Car Park, Kenilworth Court, Wheelwright Rd",
2012,,Chester  Rd,Chester Rd,
2012,,"Chesterfield  Grove,  Pype  Hayes","Chesterfield Grove, Pype Hayes",
2012,,Chipstead  Rd,Chipstead Rd,
2012,,"Church  Rd,  Erdington","Church Rd, Erdington",
2012,,"Coton  Ln,  Erdington,  B'ham","Coton Ln, Erdington, B'ham",
2012,,Cottishall  Walk,Cottishall Walk,
2012,,Court  Ln,Court Ln,
2012,,Court  Ln,Court Ln,
2012,,Duke  St,Duke St,
2012,,"Ebrook  Rd,  Sutton  Coldfield","Ebrook Rd, Sutton Coldfield",
2012,,Emscote  Rd,Emscote Rd,
2012,,Erdington  High  St,Erdington High St,
2012,,Erdington  High  St,Erdington High St,
2012,,Erdington  High  St,Erdington High St,
2012,,Firbeck  Grove,Firbeck Grove,
2012,,Frances  Rd  Erdington,Frances Rd Erdington,
2012,,Front  Odffice  Sutton  Coldfield,Front Odffice Sutton Coldfield,
2012,,Good  Hope  Hospital,Good Hope Hospital,
2012,,"Gracechuch  Shopping  Ctr,  Sutton  Coldfield","Gracechuch Shopping Ctr, Sutton Coldfield",
2012,,Gravelly  Hill,Gravelly Hill,
2012,,"Hairy  Lemon,  Erdington  High  St.","Hairy Lemon, Erdington High St.",
2012,,Hairy  Lemon.  Lower  Parade,Hairy Lemon. Lower Parade,
2012,,Hairy  Lemon.  Lower  Parade,Hairy Lemon. Lower Parade,
2012,,"Hampton  Rd,  Erdington,  B'ham","Hampton Rd, Erdington, B'ham",
2012,,Hellbey  Close,Hellbey Close,
2012,,High  St  .  Sutton  Coldfield,High St . Sutton Coldfield,
2012,,High  St  Erdington,High St Erdington,
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington","High St, Erdington",
2012,,"High  St,  Erdington.","High St, Erdington.",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"Inland  Rd,  Erdington,  B'ham","Inland Rd, Erdington, B'ham",
2012,,"Job  Ctr,  Sutton  New  Rd,  Erdington","Job Ctr, Sutton New Rd, Erdington",
2012,,"Johnson  Rd,  Erdington,  Birmingham","Johnson Rd, Erdington, Birmingham",
2012,,"Johnson  Rd,  Erdington,  Birmingham.","Johnson Rd, Erdington, Birmingham.",
2012,,Kings  Rd,Kings Rd,
2012,,"Kingsbury  Rd,  Castle  Vale","Kingsbury Rd, Castle Vale",
2012,,Lichfield  Rd,Lichfield Rd,
2012,,Lichfield  Rd,Lichfield Rd,
2012,,"Lichfield  Rd,  Sutton  Coldfield","Lichfield Rd, Sutton Coldfield",
2012,,"Lichfield  Rd,  Sutton  Coldfield","Lichfield Rd, Sutton Coldfield",
2012,,Litten  Tree  Ph  Sutton  Town  Ctr,Litten Tree Ph Sutton Town Ctr,
2012,,Lower  Parade,Lower Parade,
2012,,Lower  Parade,Lower Parade,
2012,,Lower  Parade,Lower Parade,
2012,,Lower  Parade,Lower Parade,
2012,,Lower  Parade,Lower Parade,
2012,,"Lower  Parade  ,  Sutton  Coldfield","Lower Parade , Sutton Coldfield",
2012,,Lower  Parade  Sutton  Coldfield,Lower Parade Sutton Coldfield,
2012,,"Lower  Parade,  Sutton  Coldfield","Lower Parade, Sutton Coldfield",
2012,,"Lower  Parade,  Sutton  Coldfield","Lower Parade, Sutton Coldfield",
2012,,"Lower  Parade,  Sutton  Coldfield","Lower Parade, Sutton Coldfield",
2012,,"Lower  Parade,  Sutton  Coldfield","Lower Parade, Sutton Coldfield",
2012,,"Lower  Parade,  Sutton  Coldfield","Lower Parade, Sutton Coldfield",
2012,,"Lower  Parade,  Sutton  Coldfield,  Birmingham","Lower Parade, Sutton Coldfield, Birmingham",
2012,,"Lower  Parade,  Sutton  Coldfield.","Lower Parade, Sutton Coldfield.",
2012,,"Lower  Parade,  Sutton  Town  Ctr","Lower Parade, Sutton Town Ctr",
2012,,"Madehurst  Rd,  Erdington","Madehurst Rd, Erdington",
2012,,"Marrowfat  Rd,  Handsworth","Marrowfat Rd, Handsworth",
2012,,"Marsh  Hill  ,  Erdington.  (  Bn  )","Marsh Hill , Erdington. ( Bn )",
2012,,"Marsh  Ln,  Erdington,  B'ham","Marsh Ln, Erdington, B'ham",
2012,,Mere  Green  Island  Lichfield  Rd,Mere Green Island Lichfield Rd,
2012,,Mill  Ave,Mill Ave,
2012,,Mill  St  @  High  St,Mill St @ High St,
2012,,New  St,New St,
2012,,New  St  Station,New St Station,
2012,,Newdigate  Rd,Newdigate Rd,
2012,,Newhall  Carpark,Newhall Carpark,
2012,,"Newhall  Walk,  Sutton  Coldfield","Newhall Walk, Sutton Coldfield",
2012,,"Normanton  Tower,  Beechmount  Drive,  Erdington,  Birmingham","Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,,North  Holt  Rd,North Holt Rd,
2012,,Northolt  Drive,Northolt Drive,
2012,,O/S  H/A,O/S H/A,
2012,,O/S  Hairy  Lemon  Ph,O/S Hairy Lemon Ph,
2012,,"O/S  Kings  Arms  Ph,  Coleshill  Rd","O/S Kings Arms Ph, Coleshill Rd",
2012,,"O/S  Kings  Arms  Ph,  Coleshill  Rd","O/S Kings Arms Ph, Coleshill Rd",
2012,,O/S  Litten  Tree,O/S Litten Tree,
2012,,O/S  Moo  Moos  South  Parade,O/S Moo Moos South Parade,
2012,,"O/S  Moomoo  Club,  Sutton  Town  Ctr","O/S Moomoo Club, Sutton Town Ctr",
2012,,"O/S  Moomoos  Night  Club,  South  Parade","O/S Moomoos Night Club, South Parade",
2012,,"O/S  Moomoos,  Lower  Parade,  Sutton  Town  Ctr","O/S Moomoos, Lower Parade, Sutton Town Ctr",
2012,,O/S  Station  Ph,O/S Station Ph,
2012,,"O/S  Temple  Bar,  S/C  Town  Ctr","O/S Temple Bar, S/C Town Ctr",
2012,,Orphanage  Rd,Orphanage Rd,
2012,,"Outside  Bagot  Arms,  Chester  Rd,  Pype  Hayes","Outside Bagot Arms, Chester Rd, Pype Hayes",
2012,,"Outside  City  View,  Erdington","Outside City View, Erdington",
2012,,"Outside  Hiry  Lemon,  Sutton  Town  Crntr","Outside Hiry Lemon, Sutton Town Crntr",
2012,,Outside  Home  Address,Outside Home Address,
2012,,Outside  Home  Address,Outside Home Address,
2012,,Outside  Home  Address,Outside Home Address,
2012,,"Outside  Litten  Tree,  Birmingham  Rd","Outside Litten Tree, Birmingham Rd",
